,AGE,ATTRITION,BUSINESSTRAVEL,DAILYRATE,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,PERFORMANCERATING,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK
844,22.0,0,,1136.0,,22,3,life sciences,,2,male,60.0,4,1,research scientist,2,,2328.0,12392,1,,16,3.0,1,1,4.0,2,2.0,4,2,2,0
845,40.0,0,,1151.0,,10,5,life sciences,287.0,4,male,63.0,2,2,healthcare representative,4,,,14242,9,0.0,14,3.0,4,1,5.0,5,1.0,3,0,2,1
846,46.0,0,,644.0,,1,4,,288.0,4,male,,3,3,healthcare representative,1,,,12368,7,0.0,16,3.0,3,1,17.0,3,3.0,4,0,3,1
847,30.0,1,,1005.0,,3,3,technical degree,297.0,4,female,88.0,3,1,research scientist,1,,2657.0,8556,5,1.0,11,3.0,3,0,8.0,5,3.0,5,0,4,0
848,29.0,1,,992.0,,1,3,,,3,male,85.0,3,1,research scientist,3,single,,19757,0,,14,3.0,4,0,,1,2.0,6,1,5,0
849,54.0,0,,1147.0,,3,3,,303.0,4,female,52.0,3,2,sales executive,1,married,5940.0,17011,2,,14,3.0,4,1,16.0,4,3.0,6,0,5,0
850,33.0,0,travel rarely,147.0,research & development,4,4,,305.0,3,female,47.0,2,1,research scientist,2,married,2622.0,13248,6,,21,4.0,4,0,,3,3.0,3,1,1,1
851,52.0,0,travel rarely,1323.0,,2,3,,316.0,3,female,89.0,2,1,laboratory technician,4,single,3212.0,3300,7,,15,3.0,2,0,,3,2.0,2,2,2,0
852,59.0,0,travel rarely,818.0,human resources,6,2,medical,,2,male,,3,1,human resources,3,married,,25657,8,,17,3.0,4,0,,2,2.0,2,2,2,0
853,32.0,1,,515.0,,1,3,,,4,male,62.0,2,1,laboratory technician,3,single,,9571,0,,14,3.0,4,0,4.0,2,1.0,3,1,2,0
854,39.0,0,,1431.0,,24,4,medical,332.0,2,female,96.0,3,1,laboratory technician,3,divorced,,15417,7,0.0,14,3.0,3,3,7.0,1,3.0,3,1,2,0
855,32.0,0,non-travel,976.0,,26,4,marketing,,3,male,100.0,3,2,sales executive,4,,,12069,0,0.0,18,3.0,1,0,4.0,2,3.0,3,2,2,0
856,31.0,0,,1327.0,,3,4,medical,337.0,2,male,73.0,3,3,research director,3,divorced,,13523,9,0.0,12,3.0,1,1,,3,3.0,2,2,2,0
857,33.0,0,travel rarely,832.0,,5,4,life sciences,338.0,3,female,63.0,2,1,research scientist,4,married,2911.0,14776,1,,13,3.0,3,1,2.0,2,2.0,2,0,2,1
858,45.0,0,,1199.0,,23,4,life sciences,341.0,1,male,77.0,4,2,manufacturing director,3,,,5118,4,,17,3.0,4,1,9.0,1,3.0,3,0,2,1
859,42.0,0,,916.0,research & development,17,2,,347.0,4,female,82.0,4,2,research scientist,1,single,,23016,3,1.0,13,3.0,3,0,,1,3.0,3,0,2,0
860,29.0,0,,1247.0,,19,2,marketing,349.0,4,male,45.0,3,2,sales executive,4,divorced,6931.0,10732,2,0.0,14,3.0,4,1,,2,3.0,3,0,2,0
861,25.0,0,travel rarely,685.0,,1,3,,350.0,1,female,62.0,3,2,manufacturing director,3,married,,7505,0,0.0,12,3.0,4,2,5.0,3,3.0,4,1,2,0
862,32.0,0,,128.0,,2,1,,362.0,4,male,84.0,2,2,laboratory technician,1,,2176.0,19737,4,0.0,13,3.0,4,0,9.0,5,3.0,6,0,4,0
863,28.0,0,travel rarely,1158.0,,9,3,,,4,male,94.0,3,1,research scientist,4,married,,2613,1,0.0,23,4.0,4,1,,3,,5,0,4,1
864,21.0,0,travel rarely,996.0,,3,2,,379.0,4,male,100.0,2,1,research scientist,3,single,3230.0,10531,1,0.0,17,3.0,1,0,,4,4.0,3,1,0,0
865,37.0,0,non-travel,728.0,,1,4,medical,380.0,1,female,80.0,3,3,research director,4,divorced,,11677,2,1.0,18,3.0,1,2,,2,3.0,5,0,2,0
866,38.0,0,travel rarely,688.0,,23,4,life sciences,393.0,4,male,82.0,3,2,healthcare representative,4,,,18899,9,,14,3.0,2,1,,2,3.0,2,1,2,0
867,26.0,1,travel rarely,1449.0,,16,4,medical,394.0,1,male,45.0,3,1,laboratory technician,2,divorced,,14180,2,1.0,13,3.0,4,1,,2,3.0,3,0,2,0
868,49.0,0,,636.0,,10,4,life sciences,396.0,3,female,,3,5,research director,1,single,18665.0,25594,9,1.0,11,3.0,4,0,,4,3.0,3,1,2,0
869,31.0,0,travel frequently,444.0,sales,5,3,,,4,female,84.0,3,1,sales representative,2,divorced,2789.0,3909,1,,11,3.0,3,1,2.0,5,2.0,2,2,2,0
870,37.0,0,travel frequently,889.0,,9,3,medical,403.0,2,male,53.0,3,1,research scientist,4,married,,11411,1,,12,3.0,3,3,,3,2.0,4,1,2,0
871,31.0,0,travel rarely,691.0,research & development,11,4,,423.0,1,male,86.0,3,1,research scientist,4,married,,10077,0,,12,3.0,3,1,,4,3.0,5,0,3,1
872,31.0,0,travel rarely,106.0,,2,3,human resources,424.0,1,male,62.0,2,2,human resources,1,,6410.0,17822,3,0.0,12,3.0,4,0,,1,3.0,2,1,0,0
873,31.0,0,,,research & development,2,4,,,3,male,32.0,3,1,research scientist,4,,,7747,0,,18,3.0,2,1,3.0,2,1.0,2,2,2,0
874,52.0,1,,723.0,,17,4,medical,433.0,1,male,85.0,2,2,research scientist,2,,4941.0,17747,2,0.0,15,,1,0,11.0,3,2.0,8,7,7,0
875,28.0,1,,1157.0,,2,4,medical,440.0,1,male,84.0,1,1,research scientist,4,married,,24737,5,1.0,13,3.0,4,0,,4,2.0,3,2,2,0
876,47.0,0,travel rarely,1482.0,,5,5,,447.0,4,male,42.0,3,5,research director,3,married,,16375,4,,11,3.0,2,1,21.0,2,3.0,3,1,1,0
877,29.0,0,,738.0,,9,5,other,455.0,2,male,30.0,2,1,laboratory technician,4,,3983.0,7621,0,0.0,17,3.0,3,0,4.0,2,,3,2,2,0
878,37.0,0,,1192.0,,5,2,medical,460.0,4,male,61.0,3,2,manufacturing director,4,,6347.0,23177,7,0.0,16,3.0,3,2,8.0,2,2.0,6,0,4,1
879,23.0,0,,1309.0,,26,1,,465.0,3,male,83.0,3,1,research scientist,4,,2904.0,16092,1,,12,3.0,3,2,,2,2.0,4,0,2,0
880,42.0,0,travel rarely,544.0,human resources,2,1,,470.0,3,male,52.0,3,1,human resources,3,divorced,2696.0,24017,0,1.0,11,3.0,3,1,4.0,5,3.0,3,1,0,0
881,30.0,0,,641.0,sales,25,2,,475.0,4,female,85.0,3,2,sales executive,3,,,6069,7,,12,3.0,2,1,4.0,2,4.0,2,2,2,0
882,21.0,1,,756.0,,31,1,,478.0,1,female,99.0,2,1,sales representative,2,single,2174.0,9150,1,,11,3.0,3,0,3.0,3,3.0,3,1,2,1
883,57.0,0,travel rarely,593.0,,1,4,medical,482.0,4,male,88.0,3,2,healthcare representative,3,,6755.0,2967,2,0.0,11,3.0,3,0,,2,3.0,3,1,2,1
884,21.0,0,,895.0,,9,2,,,1,male,39.0,3,1,sales representative,4,single,,2851,1,,24,4.0,3,0,3.0,3,2.0,3,2,2,1
885,31.0,0,travel rarely,408.0,,9,4,life sciences,,3,male,42.0,2,1,research scientist,2,,2657.0,7551,0,,16,3.0,4,0,3.0,5,3.0,2,2,2,0
886,29.0,0,,1283.0,research & development,17,3,,495.0,1,male,54.0,3,1,research scientist,4,,,18168,9,0.0,16,,4,0,6.0,4,3.0,3,1,2,0
887,27.0,0,travel rarely,1469.0,,1,2,,,4,male,82.0,3,1,laboratory technician,2,,,17881,1,0.0,11,3.0,2,1,5.0,2,3.0,5,0,4,1
888,49.0,0,travel rarely,1261.0,,7,3,other,,2,male,31.0,2,3,healthcare representative,3,single,10965.0,12066,8,0.0,24,4.0,3,0,,2,3.0,5,0,0,1
889,36.0,0,travel rarely,329.0,,2,3,,501.0,4,female,96.0,3,1,research scientist,3,married,2543.0,11868,4,0.0,13,3.0,2,1,,3,3.0,2,2,2,1
890,34.0,1,non-travel,1362.0,,19,3,marketing,502.0,1,male,67.0,4,2,sales executive,4,,5304.0,4652,8,1.0,13,3.0,2,0,,3,2.0,5,0,4,1
891,24.0,0,,1371.0,,10,4,marketing,507.0,4,female,77.0,3,2,sales executive,3,divorced,,5915,1,1.0,12,3.0,4,1,,2,4.0,5,0,3,0
892,42.0,0,,201.0,,1,4,,517.0,2,female,,3,1,laboratory technician,1,,,20490,3,0.0,16,3.0,2,1,8.0,5,3.0,5,1,2,1
893,54.0,0,,821.0,,5,2,medical,522.0,1,male,86.0,3,5,research director,1,married,19406.0,8509,4,,11,3.0,3,1,24.0,4,2.0,4,1,2,0
894,34.0,0,,1381.0,,4,4,,523.0,3,female,72.0,3,2,sales executive,3,married,6538.0,12740,9,0.0,15,3.0,1,1,,3,3.0,3,1,2,1
895,43.0,0,,313.0,,21,3,,525.0,4,male,61.0,3,1,laboratory technician,4,,2258.0,15238,7,,20,4.0,1,1,,1,3.0,3,1,2,0
896,43.0,0,travel rarely,1473.0,,8,4,other,526.0,3,female,74.0,3,2,healthcare representative,3,,,2227,4,1.0,14,3.0,4,0,,3,3.0,5,0,2,1
897,31.0,0,travel rarely,329.0,,1,2,,530.0,4,male,98.0,2,1,laboratory technician,1,married,2218.0,16193,1,0.0,12,3.0,3,1,4.0,3,,4,3,2,0
898,25.0,1,travel rarely,688.0,,3,3,medical,,1,male,91.0,3,1,laboratory technician,1,married,,9396,5,0.0,13,3.0,3,1,6.0,5,,2,0,2,1
899,45.0,0,,192.0,,10,2,life sciences,544.0,1,male,69.0,3,1,research scientist,4,married,2654.0,9655,3,0.0,21,,4,2,8.0,3,2.0,2,0,2,1
900,52.0,0,travel rarely,1490.0,,4,2,life sciences,,4,female,,3,4,manager,4,married,,10310,2,0.0,13,3.0,4,0,31.0,2,1.0,5,1,4,0
901,34.0,1,travel frequently,296.0,,6,2,,555.0,4,female,33.0,1,1,sales representative,3,,,12253,0,0.0,16,3.0,4,1,3.0,3,2.0,2,1,0,0
902,26.0,0,travel rarely,1349.0,,23,3,life sciences,,1,female,90.0,3,1,research scientist,4,divorced,,3032,1,0.0,22,4.0,2,2,,3,1.0,3,0,2,1
903,29.0,0,,986.0,,3,4,,564.0,2,male,93.0,2,3,research director,3,,11935.0,21526,1,0.0,18,3.0,3,0,,2,3.0,10,0,7,1
904,29.0,1,,408.0,,25,5,technical degree,,3,female,71.0,2,1,research scientist,2,married,2546.0,18300,5,0.0,16,3.0,2,0,6.0,2,4.0,2,1,1,0
905,46.0,0,,1009.0,,2,3,life sciences,,1,male,51.0,3,4,research director,3,married,17861.0,2288,6,0.0,13,3.0,3,0,,2,1.0,3,0,1,0
906,46.0,0,,1125.0,,10,3,marketing,580.0,3,female,94.0,2,3,sales executive,4,,,11563,2,,19,3.0,3,1,15.0,3,3.0,3,1,2,0
907,30.0,0,travel rarely,413.0,sales,7,1,marketing,585.0,4,male,57.0,3,1,sales representative,2,single,,18398,0,,14,3.0,1,0,,3,3.0,3,1,2,0
908,34.0,1,travel frequently,988.0,human resources,23,3,,,2,female,43.0,3,3,human resources,1,divorced,,11533,9,1.0,15,3.0,3,3,,2,3.0,3,0,2,0
909,42.0,0,,1474.0,,5,2,other,591.0,2,male,97.0,3,1,laboratory technician,3,married,,9260,4,0.0,17,3.0,4,1,,4,,2,2,0,1
910,22.0,1,,1368.0,research & development,25,1,technical degree,593.0,3,male,99.0,2,1,laboratory technician,3,single,3894.0,9129,5,0.0,16,3.0,3,0,4.0,3,3.0,2,1,2,1
911,29.0,0,travel rarely,232.0,,19,3,technical degree,611.0,4,male,34.0,3,2,manufacturing director,4,divorced,4262.0,22645,4,0.0,12,3.0,2,2,8.0,2,4.0,3,1,2,1
912,46.0,0,travel frequently,1034.0,research & development,18,1,medical,624.0,1,female,86.0,3,3,healthcare representative,3,married,10527.0,8984,5,0.0,11,3.0,4,0,,3,2.0,2,1,2,1
913,32.0,1,,1474.0,sales,11,4,other,631.0,4,male,,4,2,sales executive,3,,,23914,8,,12,3.0,4,0,,2,3.0,4,1,2,1
914,24.0,0,,,,24,3,medical,632.0,4,male,38.0,3,1,sales representative,4,,2400.0,5530,0,0.0,13,3.0,3,2,3.0,3,3.0,2,2,1,0
915,35.0,0,travel rarely,538.0,,25,2,,652.0,1,male,54.0,2,2,laboratory technician,4,single,3681.0,14004,4,0.0,14,3.0,4,0,,3,3.0,3,0,2,0
916,42.0,0,,622.0,,2,4,life sciences,659.0,3,female,81.0,3,2,healthcare representative,4,married,,5718,1,0.0,13,3.0,2,2,10.0,4,3.0,10,2,2,1
917,48.0,0,travel rarely,1236.0,,1,4,,664.0,4,female,40.0,2,4,manager,1,married,,17997,7,0.0,11,3.0,1,1,21.0,3,1.0,3,0,2,1
918,44.0,0,travel rarely,1112.0,,1,4,,665.0,1,female,50.0,2,2,human resources,3,,,26894,4,0.0,11,,2,0,10.0,1,4.0,2,0,2,0
919,34.0,0,,204.0,sales,14,3,,666.0,3,female,31.0,3,1,sales representative,3,,,2912,1,1.0,18,3.0,4,2,8.0,3,3.0,8,0,6,0
920,21.0,0,,1343.0,,22,1,technical degree,,3,male,49.0,3,1,sales representative,3,,3447.0,24444,1,,11,,3,0,,2,3.0,3,1,2,0
921,44.0,0,travel rarely,1315.0,,3,4,,671.0,4,male,35.0,3,5,manager,4,,19513.0,9358,4,,12,3.0,1,1,26.0,2,4.0,2,0,1,1
922,22.0,0,travel rarely,,,6,1,medical,675.0,1,male,69.0,3,1,research scientist,3,married,,12145,0,,20,4.0,4,0,,3,3.0,2,2,2,0
923,26.0,0,travel rarely,991.0,,6,3,,686.0,3,female,71.0,3,1,laboratory technician,4,,2659.0,17759,1,1.0,13,,3,1,,2,3.0,3,0,2,0
924,36.0,0,,913.0,,9,2,medical,699.0,2,male,48.0,2,2,manufacturing director,2,,8847.0,13934,2,1.0,11,3.0,3,1,13.0,2,3.0,3,0,2,1
925,27.0,0,,1115.0,,3,4,medical,,1,male,54.0,2,1,research scientist,4,single,2045.0,15174,0,,13,3.0,4,0,5.0,0,3.0,4,1,1,0
926,23.0,0,travel rarely,885.0,,4,3,,705.0,1,male,58.0,4,1,research scientist,1,,,8544,2,,16,3.0,1,1,5.0,3,4.0,3,0,2,0
927,25.0,0,,810.0,,8,3,life sciences,707.0,4,male,57.0,4,2,sales executive,2,,4851.0,15678,0,0.0,22,4.0,3,1,4.0,4,3.0,3,1,2,0
928,48.0,0,,817.0,,14,1,,712.0,1,male,56.0,4,2,sales executive,2,married,8120.0,18597,3,,12,3.0,4,0,,3,3.0,2,2,2,1
929,24.0,1,travel rarely,693.0,,3,2,life sciences,,1,female,65.0,3,2,sales executive,3,single,4577.0,24785,9,0.0,14,3.0,1,0,,3,3.0,2,2,0,1
930,60.0,0,travel rarely,1179.0,,16,4,,732.0,1,male,84.0,3,2,sales executive,1,single,5405.0,11924,8,0.0,14,3.0,4,0,10.0,1,3.0,2,2,2,0
931,50.0,0,,316.0,,8,4,marketing,738.0,4,male,54.0,3,1,sales representative,2,married,,9983,7,0.0,15,3.0,4,1,4.0,2,3.0,2,2,2,0
932,44.0,0,non-travel,381.0,,24,3,,744.0,1,male,49.0,1,1,laboratory technician,3,single,3708.0,2104,2,,14,3.0,3,0,9.0,5,3.0,5,1,4,0
933,47.0,0,travel frequently,217.0,,3,3,,746.0,4,female,49.0,3,4,sales executive,3,divorced,13770.0,10225,9,1.0,12,3.0,4,2,28.0,2,2.0,22,11,13,1
934,42.0,1,,933.0,,19,3,,752.0,3,male,57.0,4,1,research scientist,3,divorced,,20366,6,,12,3.0,4,0,,2,3.0,2,2,2,1
935,43.0,0,travel frequently,775.0,,15,3,life sciences,754.0,4,male,47.0,2,2,sales executive,4,married,,23683,3,,18,,3,1,7.0,5,3.0,2,2,2,0
936,40.0,0,,804.0,,2,1,,,4,female,86.0,2,1,research scientist,4,single,,22929,0,,20,4.0,4,0,5.0,2,2.0,4,2,3,0
937,29.0,0,,1090.0,sales,10,3,,,4,male,83.0,3,1,sales representative,2,,2297.0,17967,1,0.0,14,3.0,4,2,,2,3.0,2,2,2,0
938,53.0,0,,346.0,,6,3,,769.0,4,male,86.0,3,2,laboratory technician,4,single,2450.0,10919,2,,17,3.0,4,0,19.0,4,3.0,2,2,2,0
939,23.0,0,travel rarely,310.0,research & development,12,1,medical,,1,male,79.0,4,1,research scientist,3,single,,19630,1,,18,3.0,4,0,,3,3.0,2,0,2,0
940,55.0,1,,725.0,,2,3,medical,,4,male,78.0,3,5,manager,1,,,21199,5,1.0,13,3.0,4,1,24.0,2,3.0,5,1,4,0
941,26.0,0,travel frequently,575.0,,1,2,life sciences,792.0,1,female,71.0,1,1,laboratory technician,4,,,5288,3,0.0,14,3.0,1,1,,2,3.0,2,2,0,1
942,34.0,0,travel rarely,182.0,,1,4,,797.0,2,female,72.0,4,1,research scientist,4,single,,13551,2,0.0,16,3.0,3,0,,2,3.0,4,1,3,0
943,27.0,0,,829.0,,8,1,marketing,800.0,3,male,84.0,3,2,sales executive,4,married,4342.0,24008,0,,19,3.0,2,1,5.0,3,3.0,4,1,1,1
944,35.0,0,travel rarely,384.0,,8,4,,,1,female,72.0,3,1,sales representative,4,,2572.0,20317,1,0.0,16,3.0,2,1,3.0,1,2.0,3,0,2,0
945,30.0,0,travel rarely,921.0,,18,3,,806.0,4,male,38.0,1,1,laboratory technician,3,married,,24375,3,0.0,21,,3,2,7.0,2,3.0,2,0,2,1
946,34.0,0,,1111.0,,8,2,,,3,female,93.0,3,2,sales executive,1,,6500.0,13305,5,0.0,17,3.0,2,1,,1,3.0,3,1,2,1
947,52.0,0,travel rarely,1325.0,research & development,25,4,life sciences,813.0,2,female,82.0,3,2,laboratory technician,3,,3149.0,21821,8,,20,4.0,2,1,9.0,3,3.0,5,1,4,1
948,33.0,1,travel rarely,118.0,,16,3,marketing,819.0,1,female,69.0,3,2,sales executive,1,single,5324.0,26507,5,,15,3.0,3,0,,3,3.0,3,0,2,0
949,35.0,0,travel rarely,1258.0,research & development,20,4,,,2,female,40.0,4,1,research scientist,3,single,,13301,3,0.0,13,3.0,3,0,7.0,0,3.0,2,2,2,0
950,28.0,1,,890.0,,2,4,,,3,male,,3,1,research scientist,3,single,4382.0,16374,6,0.0,17,3.0,4,0,5.0,3,2.0,2,2,1,1
951,36.0,0,travel rarely,1041.0,,13,3,human resources,,3,male,36.0,3,1,human resources,2,married,,25527,4,,13,3.0,2,1,,2,3.0,5,0,4,1
952,34.0,0,travel frequently,702.0,research & development,16,4,,838.0,3,female,100.0,2,1,research scientist,4,single,2553.0,8306,1,0.0,16,3.0,3,0,6.0,3,3.0,5,1,3,0
953,34.0,0,,829.0,,3,2,,847.0,3,male,,3,1,human resources,4,,,2243,0,,19,3.0,3,1,4.0,1,1.0,3,0,2,0
954,44.0,0,travel rarely,625.0,,4,3,,852.0,4,male,50.0,3,2,healthcare representative,2,single,5933.0,5197,9,,12,3.0,4,0,10.0,2,2.0,5,2,3,1
955,32.0,0,,,,13,4,life sciences,859.0,2,male,73.0,3,2,sales executive,4,divorced,4403.0,9250,2,,11,3.0,3,1,8.0,3,2.0,5,0,3,0
956,53.0,0,,661.0,,7,2,,,1,female,78.0,2,3,sales executive,4,married,10934.0,20715,7,1.0,18,3.0,4,1,35.0,3,3.0,5,0,4,0
957,22.0,0,,,,1,2,life sciences,872.0,4,male,,2,2,manufacturing director,4,,,19146,6,,22,4.0,1,2,4.0,2,1.0,2,2,2,0
958,44.0,0,travel rarely,986.0,,8,4,life sciences,874.0,1,male,62.0,4,1,laboratory technician,4,,,5044,2,1.0,24,4.0,3,1,10.0,2,2.0,3,0,2,0
959,35.0,1,travel frequently,,,25,4,life sciences,881.0,4,female,96.0,3,1,research scientist,2,divorced,2022.0,16612,1,,19,3.0,1,1,10.0,3,2.0,10,7,8,0
960,25.0,0,,583.0,,4,1,,885.0,3,male,87.0,2,2,sales executive,1,,4256.0,18154,1,0.0,12,3.0,1,0,5.0,1,4.0,5,0,3,0
961,49.0,0,travel rarely,1418.0,,1,3,technical degree,,3,female,36.0,3,1,research scientist,1,,3580.0,10554,2,0.0,16,3.0,2,1,7.0,2,3.0,4,0,2,0
962,24.0,0,non-travel,1269.0,,19,1,life sciences,888.0,1,male,,2,1,laboratory technician,4,,,10778,0,,17,3.0,4,0,,2,2.0,5,3,4,0
963,38.0,0,travel rarely,395.0,sales,9,3,marketing,893.0,2,male,98.0,2,1,sales representative,2,,2899.0,12102,0,,19,3.0,4,1,3.0,3,3.0,2,1,2,1
964,29.0,1,travel rarely,341.0,,1,3,medical,896.0,2,female,48.0,2,1,sales representative,3,,,23522,6,1.0,19,3.0,3,3,5.0,3,3.0,3,0,2,0
965,43.0,0,travel frequently,,,1,3,life sciences,902.0,4,female,33.0,3,2,healthcare representative,4,married,5562.0,21782,4,,13,3.0,2,1,12.0,2,2.0,5,2,2,1
966,28.0,0,travel rarely,821.0,,5,4,medical,916.0,1,male,98.0,3,2,sales executive,4,single,,24252,1,,14,3.0,2,0,4.0,3,3.0,4,0,2,0
967,20.0,1,travel rarely,500.0,,2,3,,922.0,3,female,49.0,2,1,sales representative,3,single,,22052,1,,13,3.0,4,0,2.0,3,2.0,2,0,2,1
968,47.0,0,,1454.0,,2,4,life sciences,925.0,4,female,65.0,2,1,sales representative,4,single,,13137,1,1.0,18,3.0,1,0,3.0,3,2.0,3,1,2,1
969,22.0,1,travel rarely,617.0,,3,1,life sciences,,2,female,34.0,3,2,manufacturing director,3,married,,10022,0,1.0,19,3.0,1,1,4.0,3,4.0,3,0,2,0
970,28.0,0,,995.0,,9,3,medical,930.0,3,female,77.0,3,1,research scientist,3,divorced,2377.0,9834,5,0.0,18,3.0,2,1,6.0,2,3.0,2,2,2,1
971,39.0,1,,1122.0,research & development,6,3,medical,,4,male,70.0,3,1,laboratory technician,1,married,2404.0,4303,7,,21,4.0,4,0,,2,1.0,2,2,2,1
972,33.0,0,travel rarely,1198.0,research & development,1,4,,939.0,3,male,100.0,2,1,research scientist,1,single,2799.0,3339,3,,11,3.0,2,0,,1,3.0,3,0,2,0
973,36.0,0,travel rarely,188.0,research & development,7,4,other,,2,male,65.0,3,1,research scientist,4,single,,23293,2,,18,3.0,3,0,8.0,6,3.0,6,0,1,1
974,35.0,0,travel rarely,1219.0,,48,3,,975.0,3,female,86.0,3,2,sales executive,3,,,6179,1,,16,3.0,2,0,5.0,3,3.0,5,1,0,1
975,31.0,1,,335.0,,9,2,medical,991.0,3,male,46.0,2,1,research scientist,1,single,,10322,0,1.0,22,4.0,1,0,4.0,0,3.0,3,1,2,0
976,33.0,0,travel rarely,461.0,,13,1,life sciences,995.0,2,female,53.0,3,1,research scientist,4,single,3452.0,17241,3,,18,3.0,1,0,5.0,4,3.0,3,0,2,0
977,27.0,0,,1134.0,,24,4,,1001.0,2,female,37.0,3,1,laboratory technician,2,married,2811.0,12086,9,0.0,14,3.0,2,1,4.0,2,3.0,2,2,2,0
978,30.0,1,travel rarely,138.0,,22,3,,,1,female,48.0,3,1,research scientist,3,married,,11539,4,,11,3.0,2,0,,2,,5,0,1,1
979,24.0,0,,1206.0,,17,1,medical,,4,female,41.0,2,2,manufacturing director,3,divorced,4377.0,24117,1,0.0,15,3.0,2,2,5.0,6,3.0,4,3,2,0
980,35.0,1,travel rarely,622.0,research & development,14,4,other,1010.0,3,male,39.0,2,1,laboratory technician,2,divorced,,10074,1,1.0,24,4.0,4,1,5.0,2,1.0,4,0,2,0
981,30.0,1,,109.0,,5,3,,1017.0,2,female,60.0,3,1,laboratory technician,2,,,25725,0,,17,3.0,1,0,4.0,3,3.0,3,1,2,0
982,48.0,0,travel rarely,277.0,research & development,6,3,,1022.0,1,male,97.0,2,2,healthcare representative,3,,4240.0,13119,2,0.0,13,3.0,4,0,19.0,0,3.0,2,2,2,1
983,41.0,0,travel rarely,549.0,,7,2,medical,,4,female,42.0,3,2,manufacturing director,3,,,23371,6,,14,3.0,2,0,8.0,6,3.0,2,2,1,0
984,27.0,0,,1055.0,research & development,2,4,,1027.0,1,female,47.0,3,2,manufacturing director,4,,4227.0,4658,0,,18,3.0,2,1,,2,,3,2,2,1
985,35.0,0,travel rarely,802.0,research & development,10,3,other,1028.0,2,male,45.0,3,1,laboratory technician,4,,3917.0,9541,1,0.0,20,4.0,1,1,3.0,4,2.0,3,1,2,0
986,26.0,1,non-travel,265.0,,29,2,medical,1037.0,2,male,79.0,1,2,sales executive,1,single,4969.0,21813,8,0.0,18,3.0,4,0,,6,3.0,2,2,2,1
987,33.0,0,non-travel,1038.0,sales,8,1,life sciences,1044.0,2,female,,2,1,sales representative,4,,,21437,0,,19,3.0,4,0,,2,2.0,2,2,2,0
988,26.0,1,,342.0,,2,3,life sciences,1053.0,1,male,57.0,3,1,research scientist,1,married,2042.0,15346,6,,14,3.0,2,1,6.0,2,3.0,3,1,2,1
989,38.0,0,travel frequently,1186.0,,3,4,,,3,male,44.0,3,1,research scientist,3,,2821.0,2997,3,0.0,16,3.0,1,1,8.0,2,3.0,2,2,2,0
990,46.0,0,,430.0,,47,4,medical,1069.0,4,male,40.0,3,5,research director,4,,,21445,9,0.0,17,3.0,4,2,23.0,0,3.0,2,2,2,0
991,20.0,1,,769.0,,9,3,marketing,1077.0,4,female,54.0,3,1,sales representative,4,single,,17205,1,1.0,14,3.0,2,0,2.0,3,3.0,2,0,2,1
992,30.0,0,,1176.0,,20,3,other,1084.0,2,male,85.0,3,2,manufacturing director,1,married,9957.0,9096,0,,15,3.0,3,1,7.0,1,2.0,6,0,2,0
993,27.0,0,non-travel,1277.0,,8,5,,1094.0,1,male,87.0,1,1,laboratory technician,3,married,,5869,1,,19,3.0,4,3,3.0,4,,3,1,2,0
994,55.0,0,,1091.0,,2,1,,1096.0,4,male,65.0,3,3,manufacturing director,2,married,,15813,3,0.0,18,3.0,2,1,23.0,4,3.0,3,1,2,1
995,33.0,0,travel rarely,654.0,,5,3,life sciences,1099.0,4,male,34.0,2,3,healthcare representative,4,,,21214,4,0.0,15,3.0,3,1,,2,3.0,3,1,2,1
996,28.0,0,,895.0,,15,2,life sciences,1102.0,1,male,50.0,3,1,laboratory technician,3,,2207.0,22482,1,0.0,16,3.0,4,1,4.0,5,2.0,4,2,2,1
997,34.0,0,,618.0,,3,1,life sciences,1103.0,1,male,45.0,3,2,healthcare representative,4,,7756.0,22266,0,0.0,17,3.0,3,0,,1,2.0,6,0,4,1
998,33.0,1,,1017.0,,25,3,medical,1108.0,1,male,55.0,2,1,research scientist,2,single,,2993,4,1.0,20,4.0,2,0,5.0,0,3.0,2,2,2,0
999,33.0,0,,970.0,,7,3,life sciences,1114.0,4,female,30.0,3,2,sales executive,2,married,,13401,0,0.0,17,3.0,3,1,4.0,3,3.0,3,0,2,0
1000,21.0,0,,984.0,,1,1,,1131.0,4,female,70.0,2,1,research scientist,2,single,2070.0,25326,1,1.0,11,3.0,3,0,2.0,6,4.0,2,2,2,0
1001,31.0,0,travel frequently,793.0,,20,3,,1135.0,3,male,67.0,4,1,sales representative,4,married,2791.0,21981,0,0.0,12,,1,1,3.0,4,3.0,2,2,2,1
