,AGE,ATTRITION,BUSINESSTRAVEL,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK,DAILYRATE,PERFORMANCERATING,TOTALWORKINGYEARS
1420,41.0,no,travel rarely,Unknown,23,2,Unknown,1678.0,4,male,80.0,3,3,sales executive,3,single,,11591,3,,16,4,0,2,3.0,2,0,2,0,1206.0,3.0,21.0
1421,38.0,no,travel rarely,Unknown,4,2,Unknown,Unknown,4,female,87.0,3,1,laboratory technician,3,Unknown,3306.0,26176,7,,19,4,1,5,3.0,0,0,0,1,1495.0,3.0,7.0
1422,32.0,yes,travel rarely,Unknown,2,4,life sciences,Unknown,4,male,95.0,3,1,laboratory technician,2,single,1393.0,24852,1,0.0,12,1,0,2,3.0,1,0,0,1,1259.0,3.0,1.0
1423,60.0,no,Unknown,Unknown,1,4,Unknown,1697.0,3,male,92.0,1,3,healthcare representative,4,divorced,10883.0,20467,3,0.0,20,3,1,2,4.0,1,0,0,0,819.9405518393108,4.0,19.0
1424,24.0,yes,Unknown,Unknown,22,1,Unknown,1714.0,4,male,58.0,1,1,human resources,3,married,,11585,1,0.0,11,3,1,2,3.0,1,0,0,1,240.0,3.158255963169854,1.0
1425,40.0,no,travel rarely,Unknown,8,2,life sciences,1724.0,2,female,92.0,3,2,manufacturing director,1,Unknown,,5041,2,1.0,16,2,1,3,3.0,1,0,0,0,369.0,3.0,18.0
1426,30.0,no,travel rarely,Unknown,-21,1,Unknown,Unknown,2,male,33.0,3,1,research scientist,4,married,2862.0,3811,1,0.0,12,2,1,2,2.0,10,0,8,1,793.0,3.0,10.0
1427,47.0,no,non-travel,Unknown,2,4,marketing,1731.0,3,male,87.0,3,2,sales executive,2,Unknown,,3536,7,0.0,11,4,1,3,1.0,1,0,0,0,543.0,3.0,4.0
1428,32.0,yes,travel rarely,sales,1,2,Unknown,Unknown,1,male,,1,2,sales executive,2,single,6735.0,12147,6,,15,2,0,2,3.0,0,0,0,0,964.0,3.0,10.0
1429,45.0,no,travel rarely,Unknown,-41,3,life sciences,1744.0,41,female,56.0,1,3,human resources,3,married,9756.0,6595,4,,21,3,2,2,4.0,5,0,3,1,176.0,4.0,9.0
1430,34.0,no,Unknown,Unknown,2,4,Unknown,1755.0,4,male,97.0,4,1,research scientist,4,married,,5586,0,1.0,14,1,3,3,3.0,5,1,2,0,181.0,3.0,6.0
1431,33.0,yes,Unknown,Unknown,16,3,Unknown,1758.0,1,female,74.0,3,3,sales executive,1,Unknown,,10092,2,1.0,20,3,0,2,2.0,0,0,0,0,211.0,4.0,10.857370573816306
1432,31.0,yes,travel rarely,Unknown,16,4,Unknown,1761.0,1,male,70.0,3,3,sales executive,3,married,,19002,2,,13,1,3,2,3.0,1,0,0,0,1079.0,3.0,11.528640960132288
1433,29.0,no,travel rarely,Unknown,4,3,technical degree,Unknown,4,female,91.0,2,1,research scientist,1,divorced,,10007,1,,13,3,1,2,3.0,1,0,0,1,590.0,3.0,11.150471938693459
1434,30.0,no,Unknown,Unknown,16,3,Unknown,1763.0,3,male,58.0,4,2,healthcare representative,3,married,5294.0,9128,3,0.0,16,3,1,3,3.0,7,1,7,0,305.0,3.0,10.0
1435,38.0,no,travel rarely,Unknown,18,3,medical,1766.0,2,male,60.0,1,2,healthcare representative,4,married,,24539,3,,16,3,1,2,3.0,1,1,0,1,833.0,3.0,11.338396421739748
1436,43.0,yes,Unknown,Unknown,17,3,technical degree,Unknown,3,male,38.0,2,1,research scientist,3,Unknown,2437.0,15587,9,1.0,16,4,1,4,3.0,1,0,0,0,807.0,3.0,6.0
1437,55.0,no,travel rarely,Unknown,-44,3,Unknown,Unknown,3,male,60.0,2,5,research director,1,married,,19805,8,0.0,12,2,3,2,3.0,1,0,0,0,478.0,3.0,34.0
1438,21.0,yes,Unknown,Unknown,7,1,marketing,Unknown,2,male,31.0,3,1,sales representative,2,single,,4567,1,,13,2,0,3,3.0,1,1,0,1,337.0,3.0,10.954813937826334
1439,22.0,yes,travel rarely,Unknown,-45,1,medical,1783.0,3,female,79.0,3,1,laboratory technician,1,Unknown,,15999,1,1.0,17,3,0,6,3.0,1,0,0,1,1294.0,3.0,1.0
1440,37.0,no,travel rarely,Unknown,8,2,other,Unknown,3,male,89.0,3,2,human resources,2,divorced,4071.0,12832,2,0.0,13,3,0,4,2.0,10,4,7,1,1239.0,3.0,19.0
1441,42.0,no,travel rarely,Unknown,13,3,Unknown,Unknown,2,male,95.0,4,2,healthcare representative,1,married,,5696,5,0.0,18,3,2,2,2.0,0,0,0,0,1128.0,3.147518790822493,10.0
1442,18.0,no,Unknown,Unknown,14,3,Unknown,1839.0,2,female,33.0,3,1,research scientist,3,single,,8018,1,,16,3,0,4,1.0,0,0,0,0,1431.0,3.0,0.0
1443,31.0,yes,travel rarely,Unknown,18,5,human resources,1842.0,4,male,89.0,4,1,human resources,1,married,2956.0,21495,0,0.0,17,3,0,4,3.0,1,0,0,0,359.0,3.0,2.0
1444,36.0,no,travel rarely,Unknown,2,4,Unknown,1847.0,4,female,73.0,3,2,research scientist,2,Unknown,,19573,4,1.0,22,4,1,2,3.0,1,0,0,1,430.0,4.0,11.026734614092593
1445,32.0,no,travel frequently,Unknown,10,4,marketing,1853.0,4,male,79.0,3,2,sales executive,4,Unknown,4648.0,26075,8,,13,3,0,2,4.0,0,0,0,1,1318.0,3.0,11.713472036050245
1446,29.0,no,Unknown,Unknown,29,1,life sciences,Unknown,4,male,93.0,1,2,healthcare representative,3,divorced,,21143,8,0.0,17,4,2,3,3.0,7,1,6,0,726.0,3.151664826295531,11.0
1447,42.0,no,travel rarely,Unknown,8,3,Unknown,1860.0,4,male,,3,1,laboratory technician,3,Unknown,,13624,4,0.0,13,4,0,3,3.0,0,0,0,1,1142.0,3.14714733144056,11.57736196944868
1448,29.0,no,travel rarely,Unknown,6,1,Unknown,1865.0,4,male,87.0,2,1,human resources,2,married,2804.0,15434,1,0.0,11,4,0,3,3.0,1,0,0,1,352.0,3.0,10.966414214557586
1449,29.0,yes,Unknown,Unknown,24,2,Unknown,Unknown,4,male,73.0,2,1,research scientist,4,Unknown,2439.0,14753,1,1.0,24,2,0,3,2.0,1,1,0,0,777.9645856241589,3.1525191676150945,1.0
1450,28.0,no,travel rarely,sales,3,3,medical,1875.0,2,female,78.0,3,1,sales representative,2,Unknown,2856.0,3692,1,0.0,19,4,1,3,3.0,1,0,0,1,1172.0,3.0,1.0
1451,30.0,yes,Unknown,Unknown,9,3,Unknown,1876.0,2,male,89.0,3,1,sales representative,4,Unknown,,16019,1,,13,3,0,3,2.0,1,0,0,0,945.0,3.0,11.4250118213331
1452,22.0,yes,travel rarely,research & development,7,1,life sciences,Unknown,4,male,75.0,3,1,research scientist,2,single,,26092,1,,23,1,0,2,3.0,1,0,0,1,391.0,4.0,1.0
1453,26.0,no,Unknown,Unknown,1,2,life sciences,1893.0,2,female,90.0,2,1,research scientist,3,Unknown,2933.0,14908,1,1.0,13,3,1,3,2.0,1,1,0,0,482.0,3.0,1.0
1454,44.0,no,travel rarely,Unknown,1,4,Unknown,1903.0,2,male,78.0,4,2,healthcare representative,1,Unknown,,9364,2,,15,4,1,5,3.0,2,2,2,0,170.0,3.0,10.0
1455,29.0,yes,travel frequently,sales,24,3,technical degree,1928.0,3,male,45.0,4,1,sales representative,1,single,1091.0,10642,1,0.0,17,4,0,3,3.0,1,0,0,1,746.0,3.0,1.0
1456,28.0,yes,travel rarely,Unknown,13,2,marketing,1933.0,4,female,84.0,3,2,sales executive,3,Unknown,,23352,3,1.0,11,4,0,0,3.0,2,2,2,1,1475.0,3.0,6.0
1457,56.0,no,travel rarely,Unknown,11,5,Unknown,1935.0,4,female,89.0,2,2,sales executive,1,married,,20328,4,,16,3,1,3,3.0,0,0,0,1,1443.0,3.0,11.810141008810682
1458,39.0,no,travel rarely,Unknown,9,2,Unknown,1936.0,1,male,87.0,3,2,manufacturing director,1,married,5151.0,12315,1,0.0,25,4,1,3,3.0,10,7,9,0,867.0,4.0,10.0
1459,58.0,no,Unknown,Unknown,21,3,Unknown,1938.0,4,female,72.0,3,4,manager,4,Unknown,,11761,4,1.0,13,3,1,2,2.0,1,0,0,1,605.0,3.0,11.162072215424711
1460,42.0,no,travel rarely,sales,12,4,marketing,1943.0,2,male,77.0,3,2,sales executive,4,divorced,,2900,3,,12,3,2,4,3.0,0,0,0,0,419.0,3.154516094953298,14.0
1461,27.0,yes,Unknown,Unknown,22,3,Unknown,1944.0,1,female,58.0,2,1,human resources,2,married,2863.0,19555,1,0.0,12,1,0,2,3.0,1,0,0,0,1337.0,3.0,11.72816571990983
1462,38.0,no,travel rarely,Unknown,1,3,Unknown,1961.0,1,male,59.0,2,1,sales representative,1,single,2858.0,11473,4,,14,1,0,3,2.0,1,0,0,1,1404.0,3.0,20.0
1463,32.0,no,Unknown,Unknown,5,4,life sciences,1966.0,4,male,56.0,2,2,manufacturing director,4,Unknown,,10138,8,0.0,24,2,0,1,3.0,1,0,0,0,1373.0,4.0,11.75600534459733
1464,31.0,no,Unknown,Unknown,2,1,medical,1974.0,4,female,59.0,1,1,laboratory technician,4,Unknown,1129.0,17536,1,,11,3,3,4,3.0,1,0,0,1,1276.0,3.0,11.680991261202736
1465,25.0,no,travel rarely,Unknown,2,3,Unknown,Unknown,3,female,82.0,3,1,human resources,2,Unknown,,19655,4,0.0,14,3,0,3,3.0,2,1,2,0,309.0,3.0,6.0
1466,40.0,no,Unknown,research & development,-44,4,Unknown,2012.0,1,male,83.0,3,1,laboratory technician,4,married,,4060,8,0.0,19,3,2,3,2.0,1,0,0,0,543.0,3.0,8.0
1467,39.0,no,non-travel,Unknown,9,3,Unknown,Unknown,4,male,87.0,3,5,manager,4,Unknown,19431.0,15302,2,,13,3,0,3,2.0,6,1,3,0,105.0,3.0,10.775396324382964
1468,23.0,yes,Unknown,Unknown,9,3,Unknown,2023.0,4,male,33.0,3,1,sales representative,1,married,,26956,1,0.0,19,1,1,3,3.0,1,1,0,0,638.0,3.0,11.187592824233466
1469,35.0,no,travel rarely,Unknown,26,4,life sciences,2040.0,3,female,31.0,3,3,human resources,4,single,,16642,1,1.0,16,3,0,2,3.0,9,1,7,0,1146.0,3.0,11.580455529531882
1470,34.0,no,travel rarely,Unknown,7,2,technical degree,1541.0,2,male,55.0,3,1,sales representative,3,Unknown,2308.0,4944,0,1.0,25,2,1,4,3.0,11,5,7,1,1440.0,4.0,12.0
1471,28.0,no,non-travel,Unknown,16,3,medical,1947.0,3,male,49.0,3,1,research scientist,3,single,2144.0,2122,1,0.0,14,3,0,3,2.0,5,1,4,0,1103.0,3.0,5.0
1475,29.0,no,travel frequently,Unknown,1,1,Unknown,Unknown,2,female,42.0,3,3,sales executive,4,married,,6599,1,,14,4,1,5,3.0,11,4,1,1,1413.0,3.0,11.0
1477,41.0,no,Unknown,Unknown,2,4,Unknown,Unknown,4,male,88.0,3,4,manager,2,Unknown,16015.0,15896,1,,19,2,0,2,3.0,22,0,4,1,334.0,3.0,10.952493882480084
1478,39.0,no,travel rarely,research & development,1,3,Unknown,Unknown,3,male,48.0,4,3,healthcare representative,4,Unknown,9613.0,10942,0,0.0,17,1,3,5,2.0,18,3,7,1,1132.0,3.1462084978756106,19.0
1479,38.0,no,Unknown,Unknown,15,2,life sciences,Unknown,3,male,92.0,2,3,research director,4,Unknown,11510.0,15682,0,,14,2,1,3,3.0,11,2,9,0,802.0919042787403,3.0,11.314493590832905
1480,43.0,no,Unknown,Unknown,12,3,Unknown,Unknown,1,male,,2,4,research director,2,Unknown,,4345,1,0.0,11,3,1,3,3.0,25,3,9,1,982.0,3.0,11.45362583727019
1481,31.0,no,Unknown,Unknown,7,2,Unknown,524.0,2,female,31.0,3,2,manufacturing director,1,married,4306.0,4156,1,0.0,12,2,1,5,1.0,13,3,12,1,480.0,3.0,13.0
1482,50.0,no,travel rarely,research & development,29,4,life sciences,569.0,2,male,88.0,2,4,manager,3,married,17046.0,9314,0,0.0,15,2,1,2,3.0,27,15,7,1,1099.0,3.0,28.0
1483,33.0,no,non-travel,sales,8,1,life sciences,1044.0,2,female,88.0,2,1,sales representative,4,Unknown,,21437,0,,19,4,0,2,2.0,2,2,2,0,1038.0,3.0,11.496933537066866
1486,46.0,no,Unknown,Unknown,1,4,medical,1069.0,4,male,40.0,3,5,research director,4,Unknown,,21445,9,0.0,17,4,2,0,3.0,2,2,2,1,430.0,3.0,23.0
1487,21.0,no,Unknown,Unknown,-25,1,Unknown,1131.0,4,female,70.0,2,1,research scientist,2,single,2070.0,25326,1,1.0,11,3,0,6,4.0,2,2,2,1,984.0,3.0,2.0
1488,31.0,no,travel frequently,Unknown,20,3,Unknown,1135.0,3,male,67.0,4,1,sales representative,4,married,2791.0,21981,0,0.0,12,1,1,4,3.0,2,2,2,0,793.0,3.152077134402752,3.0
1491,33.0,yes,Unknown,Unknown,9,4,Unknown,1157.0,1,female,77.0,3,2,sales executive,1,single,8224.0,18385,0,,17,1,0,3,3.0,5,0,3,1,603.0,3.0,6.0
1492,31.0,yes,Unknown,research & development,15,3,medical,1160.0,3,male,72.0,3,1,laboratory technician,3,Unknown,2610.0,6233,1,0.0,12,3,1,5,2.0,2,2,2,0,874.0,3.0,11.370103844805172
1494,27.0,no,travel rarely,Unknown,6,3,Unknown,1162.0,4,male,55.0,2,1,research scientist,3,married,2539.0,7950,1,0.0,13,3,1,0,3.0,4,2,2,0,199.0,3.158270636894898,4.0
1495,35.0,no,travel frequently,Unknown,4,4,other,1185.0,4,male,47.0,2,1,laboratory technician,4,married,2376.0,26537,1,,13,2,1,2,4.0,2,2,2,0,780.3197102178805,3.0,2.0
1500,35.0,yes,Unknown,Unknown,27,3,Unknown,1797.0,3,male,84.0,3,2,sales executive,4,Unknown,5813.0,13492,1,,18,4,0,2,3.0,10,7,7,1,303.0,3.0,10.928519977235496
1502,30.0,no,Unknown,Unknown,-47,3,medical,1816.0,47,female,64.0,3,3,manufacturing director,3,single,9667.0,2739,9,0.0,14,2,0,3,3.0,7,0,2,0,1092.0,3.0,9.0
1503,46.0,yes,travel rarely,Unknown,21,2,medical,1821.0,4,female,66.0,3,2,healthcare representative,2,married,,10842,4,0.0,22,4,1,2,4.0,9,3,7,0,261.0,4.0,13.0
1504,45.0,no,non-travel,Unknown,-48,4,Unknown,Unknown,48,female,67.0,3,2,sales executive,3,married,5154.0,19665,4,,22,2,2,3,4.0,8,5,7,0,589.0,4.0,10.0
1506,46.0,yes,Unknown,Unknown,10,3,life sciences,1869.0,3,female,64.0,3,3,sales executive,2,Unknown,7314.0,14011,5,,21,3,3,2,3.0,8,0,7,0,808.253285804931,4.0,14.0
1507,40.0,no,travel rarely,research & development,1,4,Unknown,Unknown,1,male,98.0,3,4,manager,1,Unknown,,18991,2,,11,1,1,3,3.0,19,11,16,1,1137.0,3.0,22.0
1509,42.0,no,Unknown,Unknown,6,3,medical,1911.0,3,male,83.0,3,3,research director,1,married,,14842,9,0.0,13,2,1,3,4.0,13,5,7,0,1396.0,3.0,18.0
1511,28.0,no,travel frequently,Unknown,1,2,life sciences,1927.0,3,male,42.0,2,2,sales executive,4,married,,19255,1,,12,3,1,2,3.0,7,0,7,1,792.0069762522603,3.0,7.0
1512,31.0,no,travel rarely,research & development,5,4,Unknown,423.0,3,male,86.0,3,1,research scientist,4,married,,10077,0,,12,3,1,4,3.0,5,0,3,1,691.0,3.0,11.228580468683893
1515,52.0,yes,Unknown,Unknown,8,4,medical,433.0,3,male,85.0,2,2,research scientist,2,Unknown,4941.0,17747,2,0.0,15,1,0,3,2.0,8,7,7,0,723.0,3.1516968179677045,11.0
1517,47.0,no,travel rarely,Unknown,5,5,Unknown,447.0,4,male,42.0,3,5,research director,3,married,,16375,4,,11,2,1,2,3.0,3,1,1,1,1482.0,3.0,21.0
1519,37.0,no,Unknown,Unknown,5,2,medical,460.0,4,male,61.0,3,2,manufacturing director,4,Unknown,6347.0,23177,7,0.0,16,3,2,2,2.0,6,0,4,0,1192.0,3.0,8.0
1520,23.0,no,Unknown,Unknown,-22,1,Unknown,465.0,3,male,83.0,3,1,research scientist,4,Unknown,2904.0,16092,1,,12,3,2,2,2.0,4,0,2,0,1309.0,3.0,11.706511870011493
1521,42.0,no,travel rarely,human resources,2,1,Unknown,470.0,3,male,52.0,3,1,human resources,3,divorced,2696.0,24017,0,1.0,11,3,1,5,3.0,3,1,0,1,544.0,3.0,4.0
1522,30.0,no,Unknown,sales,-28,2,Unknown,475.0,4,female,85.0,3,2,sales executive,3,Unknown,,6069,7,,12,2,1,2,4.0,2,2,2,1,641.0,3.0,4.0
1523,21.0,yes,Unknown,Unknown,1,1,Unknown,478.0,1,female,99.0,2,1,sales representative,2,single,2174.0,9150,1,,11,3,0,3,3.0,3,1,2,0,756.0,3.0,3.0
1524,57.0,no,travel rarely,Unknown,1,4,medical,482.0,4,male,88.0,3,2,healthcare representative,3,Unknown,6755.0,2967,2,0.0,11,3,0,2,3.0,3,1,2,0,593.0,3.0,11.15279199403971
1527,29.0,no,Unknown,research & development,23,3,Unknown,495.0,4,male,54.0,3,1,research scientist,4,Unknown,,18168,9,0.0,16,4,0,4,3.0,3,1,2,1,1283.0,3.1464292821530737,6.0
1528,27.0,no,travel rarely,Unknown,1,2,Unknown,Unknown,4,male,82.0,3,1,laboratory technician,2,Unknown,,17881,1,0.0,11,2,1,2,3.0,5,0,4,0,1469.0,3.0,5.0
1529,49.0,no,travel rarely,Unknown,7,3,other,Unknown,2,male,31.0,2,3,healthcare representative,3,single,10965.0,12066,8,0.0,24,3,0,2,3.0,5,0,0,0,1261.0,4.0,11.669389945003978
1530,36.0,no,travel rarely,Unknown,2,3,Unknown,501.0,4,female,96.0,3,1,research scientist,3,married,2543.0,11868,4,0.0,13,2,1,3,3.0,2,2,2,0,329.0,3.0,10.948627123569667
1531,34.0,yes,non-travel,Unknown,-37,3,marketing,502.0,1,male,67.0,4,2,sales executive,4,Unknown,5304.0,4652,8,1.0,13,2,0,3,2.0,5,0,4,1,1362.0,3.0,11.747499514461918
1532,24.0,no,Unknown,Unknown,-32,4,marketing,507.0,4,female,77.0,3,2,sales executive,3,divorced,,5915,1,1.0,12,4,1,2,4.0,5,0,3,1,1371.0,3.0,11.75445968050067
1533,42.0,no,Unknown,Unknown,1,4,Unknown,517.0,2,female,95.0,3,1,laboratory technician,1,Unknown,,20490,3,0.0,16,2,1,5,3.0,5,1,2,0,201.0,3.0,8.0
1534,54.0,no,Unknown,Unknown,5,2,medical,522.0,1,male,86.0,3,5,research director,1,married,19406.0,8509,4,,11,3,1,4,2.0,4,1,2,1,821.0,3.0,24.0
1536,43.0,no,Unknown,Unknown,21,3,Unknown,525.0,4,male,61.0,3,1,laboratory technician,4,Unknown,2258.0,15238,7,,20,1,1,1,3.0,3,1,2,1,313.0,4.0,10.936252455588823
1538,31.0,no,travel rarely,Unknown,1,2,Unknown,530.0,4,male,98.0,2,1,laboratory technician,1,married,2218.0,16193,1,0.0,12,3,1,3,3.0,4,3,2,1,329.0,3.0,4.0
1539,25.0,yes,travel rarely,Unknown,3,3,medical,Unknown,1,male,91.0,3,1,laboratory technician,1,married,,9396,5,0.0,13,3,1,5,3.0,2,0,2,0,688.0,3.0,6.0
1541,45.0,no,travel rarely,Unknown,-33,2,medical,Unknown,3,male,79.0,3,4,healthcare representative,4,married,,7501,0,1.0,14,2,0,2,3.0,20,4,10,1,1385.0,3.0,21.0
1542,47.0,yes,non-travel,Unknown,29,4,life sciences,376.0,1,male,88.0,3,3,manager,2,married,,10268,1,,12,4,1,2,2.0,10,9,9,0,666.0,3.0,11.209246674131805
1543,35.0,no,Unknown,Unknown,-38,3,life sciences,381.0,2,female,71.0,4,3,manager,2,divorced,,19100,7,,18,2,1,6,2.0,7,6,2,1,1315.0,3.145524643257007,10.0
1544,29.0,no,travel frequently,Unknown,2,2,Unknown,388.0,2,male,44.0,3,2,sales executive,4,single,,20260,1,,18,1,0,3,3.0,10,0,9,1,442.0,3.0,11.036015874945102
1545,55.0,no,travel rarely,research & development,-17,2,technical degree,389.0,17,male,37.0,3,2,laboratory technician,4,married,,15972,3,,19,4,1,4,3.0,10,0,8,1,147.0,3.1576983704268096,12.0
1546,26.0,yes,travel rarely,Unknown,4,4,Unknown,401.0,4,male,48.0,2,2,sales executive,4,single,5828.0,8450,1,,12,2,0,0,3.0,8,7,4,1,950.0,3.0,11.428878580243518
1547,31.0,no,travel rarely,Unknown,7,3,technical degree,416.0,2,male,100.0,4,2,sales executive,4,Unknown,,12241,4,,11,2,1,3,2.0,8,7,7,0,218.0,3.0,10.0
1548,43.0,no,travel frequently,Unknown,10,4,life sciences,430.0,3,female,33.0,3,1,laboratory technician,4,Unknown,2455.0,10675,0,0.0,19,1,0,5,3.0,8,1,7,0,802.0919042787403,3.0,11.314493590832905
1549,31.0,no,travel rarely,Unknown,7,3,marketing,438.0,4,male,73.0,3,2,sales executive,4,Unknown,,7143,4,,12,4,3,3,3.0,7,1,7,1,691.0,3.0,13.0
1552,43.0,no,travel frequently,research & development,-30,4,life sciences,448.0,3,female,82.0,2,2,laboratory technician,3,divorced,5257.0,6227,1,0.0,11,2,1,3,4.0,9,0,0,0,559.0,3.1537273932429675,9.0
1553,29.0,yes,travel rarely,Unknown,8,4,Unknown,454.0,2,male,77.0,1,1,laboratory technician,1,Unknown,2119.0,4759,1,,11,4,0,4,2.0,7,0,7,1,318.0,3.0,7.0
1554,27.0,no,Unknown,sales,-12,4,Unknown,458.0,2,female,56.0,3,2,sales executive,2,Unknown,,3415,1,0.0,18,1,1,3,3.0,8,0,7,1,1130.0,3.0,8.0
1555,29.0,no,travel rarely,Unknown,10,1,Unknown,Unknown,4,female,39.0,2,2,sales executive,2,divorced,,11866,1,1.0,14,1,2,2,3.0,7,1,7,1,144.0,3.0,7.0
1556,37.0,no,Unknown,Unknown,6,3,medical,Unknown,3,male,51.0,4,2,research scientist,1,divorced,5974.0,17001,4,,13,1,2,2,3.0,7,6,7,1,1319.0,3.0,13.0
1558,40.0,no,travel rarely,Unknown,10,4,life sciences,483.0,4,female,46.0,4,1,laboratory technician,3,married,,22495,3,1.0,13,3,1,3,3.0,7,1,7,1,1171.0,3.0,11.59978932408397
1560,51.0,no,travel rarely,Unknown,-31,2,Unknown,500.0,31,female,87.0,3,2,sales executive,4,Unknown,,14862,4,0.0,11,3,1,2,2.0,7,0,7,0,1178.0,3.0,18.0
1562,56.0,no,Unknown,Unknown,6,3,life sciences,Unknown,3,female,86.0,4,4,sales executive,1,married,13212.0,18256,9,0.0,11,4,3,0,2.0,7,7,7,1,906.0,3.0,36.0
1566,35.0,no,travel rarely,Unknown,16,3,life sciences,586.0,4,male,,3,3,healthcare representative,3,Unknown,,14295,4,1.0,12,3,0,2,3.0,8,0,0,1,1276.0,3.0,10.0
1569,26.0,yes,travel frequently,Unknown,17,4,life sciences,608.0,2,female,58.0,3,1,human resources,3,Unknown,2741.0,22808,0,1.0,11,2,1,2,3.0,7,1,0,1,426.0,3.0,8.0
1572,31.0,no,travel rarely,Unknown,-29,4,medical,653.0,1,male,66.0,4,2,sales executive,4,divorced,,6219,4,0.0,22,4,2,4,4.0,7,5,7,1,525.0,4.0,13.0
1576,54.0,no,Unknown,Unknown,-24,4,Unknown,Unknown,3,male,88.0,3,3,human resources,2,Unknown,,6729,2,,15,3,1,1,4.0,9,7,1,0,397.0,3.154469003352797,16.0
1578,29.0,no,Unknown,research & development,1,4,life sciences,710.0,2,male,,1,1,research scientist,4,divorced,,18959,1,,18,4,1,5,3.0,10,2,8,0,806.0,3.0,10.0
1579,34.0,no,Unknown,Unknown,9,3,medical,717.0,4,female,46.0,2,3,healthcare representative,2,Unknown,,17654,1,,14,2,0,3,4.0,8,7,7,1,1442.0,3.0,9.0
1581,32.0,no,Unknown,Unknown,10,3,marketing,722.0,4,male,55.0,3,2,sales executive,4,Unknown,5396.0,21703,1,,12,4,0,2,2.0,10,0,8,0,929.0,3.0,10.0
1582,38.0,no,travel rarely,Unknown,1,4,life sciences,724.0,2,female,33.0,4,2,healthcare representative,4,Unknown,,19383,0,,13,3,0,4,3.0,9,1,8,0,827.0,3.0,10.0
1583,27.0,no,travel rarely,Unknown,1,2,life sciences,725.0,3,female,68.0,3,3,manufacturing director,1,married,,6009,1,,11,4,0,3,3.0,9,0,7,0,796.6818826660123,3.0,9.0
1585,47.0,no,Unknown,Unknown,14,4,marketing,728.0,4,male,42.0,3,2,sales executive,1,single,4960.0,11825,2,,12,4,0,2,3.0,7,1,7,0,703.0,3.0,20.0
1588,28.0,yes,Unknown,research & development,1,2,Unknown,Unknown,1,female,67.0,1,1,research scientist,2,Unknown,2216.0,3872,7,1.0,13,4,0,4,3.0,7,3,7,1,654.0,3.0,10.0
1590,30.0,no,Unknown,Unknown,-35,5,marketing,747.0,35,male,99.0,3,2,sales executive,4,divorced,5304.0,25275,7,0.0,23,4,1,2,2.0,8,7,7,0,501.0,3.154205050306769,10.0
1592,45.0,no,travel rarely,Unknown,2,2,Unknown,783.0,2,male,46.0,1,2,sales representative,3,single,6632.0,12388,0,0.0,13,1,0,3,3.0,8,3,1,0,954.0,3.0,9.0
1593,36.0,no,non-travel,Unknown,8,4,Unknown,789.0,1,male,76.0,2,3,sales executive,1,single,7587.0,14229,1,,15,2,0,1,3.0,10,0,9,1,1434.0,3.0,10.0
1596,40.0,no,Unknown,Unknown,2,2,medical,Unknown,3,female,38.0,4,2,healthcare representative,2,Unknown,4244.0,9931,1,0.0,24,4,1,2,3.0,8,3,7,1,791.0,4.0,8.0
1598,36.0,no,travel rarely,Unknown,1,3,other,823.0,3,female,35.0,3,2,manufacturing director,2,Unknown,5228.0,23361,0,,15,1,1,2,3.0,9,0,5,1,676.0,3.0,11.21698019195264
1599,29.0,no,travel rarely,Unknown,23,2,Unknown,Unknown,3,male,81.0,4,1,research scientist,3,married,2700.0,23779,1,,24,3,1,3,3.0,10,0,7,0,798.9034729774271,4.0,10.0
1600,55.0,yes,Unknown,Unknown,2,1,medical,842.0,3,male,37.0,3,2,sales executive,4,single,,21519,4,,16,3,0,3,2.0,9,7,3,1,436.0,3.0,11.0313757642526
1601,28.0,no,Unknown,sales,-43,4,Unknown,Unknown,43,female,81.0,3,2,sales executive,2,Unknown,,3698,1,,20,1,0,2,3.0,8,7,5,0,760.0,4.0,8.0
1602,26.0,yes,Unknown,Unknown,5,2,medical,Unknown,3,female,88.0,2,1,research scientist,3,married,2366.0,20898,1,,14,1,1,2,3.0,8,1,7,0,794.3444294591362,3.0,8.0
1603,44.0,no,Unknown,Unknown,9,2,Unknown,913.0,2,male,61.0,3,1,research scientist,1,Unknown,,7508,1,1.0,13,4,0,0,3.0,8,7,1,0,661.0,3.0,8.0
1604,41.0,yes,Unknown,research & development,2,4,life sciences,927.0,2,female,,1,1,laboratory technician,4,divorced,,17725,4,1.0,13,3,1,1,2.0,7,1,0,1,1085.0,3.0,11.53328107082479
1605,31.0,no,travel rarely,Unknown,7,4,Unknown,941.0,2,male,,2,1,sales representative,3,Unknown,2329.0,11737,3,,15,2,0,2,4.0,7,5,2,0,154.0,3.1577908611479812,10.81329039768658
